Passcode$Name$Status$Attribute$type$link$link_arrows$rank$pendulum_scale$level$attack$defense$spell_attribute$summoning_condition$pendulum_condition$card_text$card_supports$card_anti_supports$card_actions$effect_types$
12298909$Prime Material Dragon$Unlimited$LIGHT$[Dragon/Effect]$$$$$6$2400$2000$$$$Any effect that would inflict damage to a player increases their Life Points by the same amount, instead. During either player's turn, when a card or effect is activated that would destroy a monster(s) on the field: You can send 1 card from your hand to the Graveyard; negate the activation, and if you do, destroy it.$$$Sends from your hand to your Graveyard/Sends from hand to Graveyard for cost$Continuous/Quick$
65192027$Dark Armed Dragon$Unlimited$DARK$[Dragon/Effect]$$$$$7$2800$1000$$$$Cannot be Normal Summoned/Set. Must be Special Summoned (from your hand) by having exactly 3 DARK monsters in your GY. You can banish 1 DARK monster from your GY, then target 1 card on the field; destroy that target.$DARK$$$Summon/Ignition$
88264978$Red-Eyes Darkness Metal Dragon$Unlimited$DARK$[Dragon/Effect]$$$$$10$2800$2400$$$$You can Special Summon this card (from your hand) by banishing 1 face-up Dragon monster you control. You can only Special Summon "Red-Eyes Darkness Metal Dragon" once per turn this way. During your Main Phase: You can Special Summon 1 Dragon monster from your hand or GY, except "Red-Eyes Darkness Metal Dragon". You can only use this effect of "Red-Eyes Darkness Metal Dragon" once per turn.$Dragon$$$Summon/Ignition$
09596126$Chaos Sorcerer$Unlimited$DARK$[Spellcaster/Effect]$$$$$6$2300$2000$$$$Cannot be Normal Summoned/Set. Must first be Special Summoned (from your hand) by banishing 1 LIGHT and 1 DARK monster from your GY. Once per turn: You can target 1 face-up monster on the field; banish that target. This card cannot attack the turn you activate this effect.$$$$Summon/Ignition/Condition$
17985575$Lord of D.$Unlimited$DARK$[Spellcaster/Effect]$$$$$4$1200$1100$$$$Neither player can target Dragon monsters on the field with card effects.$Dragon$$$Continuous$
83011277$Mystic Tomato$Unlimited$DARK$[Plant/Effect]$$$$$4$1400$1100$$$$When this card is destroyed by battle and sent to the GY: You can Special Summon 1 DARK monster with 1500 or less ATK from your Deck, in face-up Attack Position.$DARK$$Activates if destroyed by battle/Activates from your Graveyard$Trigger$
00423585$Summoner Monk$Unlimited$DARK$[Spellcaster/Effect]$$$$$4$800$1600$$$$While this card is face-up on the field, it cannot be Tributed. If this card is Normal or Flip Summoned: Change this card to Defense Position. Once per turn: You can discard 1 Spell; Special Summon 1 Level 4 monster from your Deck, but that monster cannot attack this turn.$$$Activates upon Normal Summon/Activates upon Flip Summon/Cannot be Tributed/Changes battle positions/Discards for cost$Continuous/Trigger/Ignition$
84290642$Snipe Hunter$Unlimited$DARK$[Fiend/Effect]$$$$$4$1500$600$$$$You can discard 1 card, then target 1 card on the field; roll a six-sided die, and destroy that target unless you roll a 1 or 6.$$$Discards for cost$Ignition$
66337215$Herald of Creation$Unlimited$LIGHT$[Spellcaster/Effect]$$$$$4$1800$600$$$$Once per turn: You can discard 1 card, then target 1 Level 7 or higher monster in your Graveyard; add that target to your hand.$$$Discards for cost/Adds from Graveyard to hand$Ignition$
96235275$Jain, Lightsworn Paladin$Unlimited$LIGHT$[Warrior/Effect]$$$$$4$1800$1200$$$$If this card attacks an opponent's monster, it gains 300 ATK during the Damage Step only. Once per turn, during your End Phase: Send the top 2 cards of your Deck to the Graveyard.$$$Sends from the top of your Deck to your Graveyard$Continuous/Trigger$
22624373$Lyla, Lightsworn Sorceress$Unlimited$LIGHT$[Spellcaster/Effect]$$$$$4$1700$200$$$$You can target 1 Spell/Trap your opponent controls; this card's battle position cannot be changed until the end of your next turn, also change this card you control from face-up Attack Position to face-up Defense Position, and if you do, destroy that target. Once per turn, during your End Phase: Send the top 3 cards of your Deck to the GY.$$$Changes battle positions/Prevents Battle Position changes/Sends from the top of your Deck to your Graveyard$Ignition/Trigger$
34627841$Kaibaman$Unlimited$LIGHT$[Warrior/Effect]$$$$$3$200$700$$$$You can Tribute this card; Special Summon 1 "Blue-Eyes White Dragon" from your hand.$Blue-Eyes White Dragon$$Tributes itself for cost$Ignition$
21502796$Ryko, Lightsworn Hunter$Unlimited$LIGHT$[Beast/Flip/Effect]$$$$$2$200$100$$$$FLIP: Apply these effects (simultaneously).●You can destroy 1 card on the field.●Send the top 3 cards of your Deck to the GY.$$$Sends from the top of your Deck to your Graveyard$Flip$
94243005$Chaos Zone$Unlimited$SPELL$$$$$$$$$Field$$$Each time a monster(s) is banished, place 1 Chaos Counter on this card for each of those monsters. Once per turn: You can remove 4 or more Chaos Counters from your field, then target 1 banished monster with a Level equal to the number removed; Special Summon that target. When this card on the field is sent to the GY by your opponent's card effect: You can add 1 LIGHT or DARK monster from your Deck to your hand, whose Level is less than or equal to the number of Chaos Counters that were on this card.$LIGHT/DARK$$Activates from your Graveyard/Adds from Deck to hand$Continuous-like/Ignition-like/Trigger-like$
17655904$Burst Stream of Destruction$Unlimited$SPELL$$$$$$$$$$$$If you control "Blue-Eyes White Dragon": Destroy all monsters your opponent controls. "Blue-Eyes White Dragon" you control cannot attack the turn you activate this card.$Blue-Eyes White Dragon$$$Activation requirement/Effect/Condition$
52684508$Inferno Fire Blast$Unlimited$SPELL$$$$$$$$$$$$Target 1 "Red-Eyes Black Dragon" in your Monster Zone; inflict damage to your opponent equal to the original ATK of that "Red-Eyes Black Dragon". "Red-Eyes Black Dragon" cannot attack the turn you activate this card.$Red-Eyes Black Dragon$$$Effect/Condition$
43973174$The Flute of Summoning Dragon$Unlimited$SPELL$$$$$$$$$$$$Special Summon up to 2 Dragon monsters from your hand. "Lord of D." must be on the field to activate and to resolve this effect.$Lord of D./Dragon$$$Effect/Condition$
28596933$A Wingbeat of Giant Dragon$Unlimited$SPELL$$$$$$$$$$$$Return 1 Level 5 or higher Dragon-Type monster you control to the hand, and if you do, destroy all Spell and Trap Cards on the field.$Dragon$$Returns from your field to your hand$Effect$
14087893$Book of Moon$Unlimited$SPELL$$$$$$$$$Quick-Play$$$Target 1 face-up monster on the field; change that target to face-down Defense Position.$$$Flips monsters face-down/Changes battle positions$Effect$
98494543$Magical Stone Excavation$Unlimited$SPELL$$$$$$$$$$$$Discard 2 cards, then target 1 Spell in your GY; add it to your hand.$$$Discards for Cost/Adds from Graveyard to hand$Cost/Effect$
58577036$Reasoning$Unlimited(OCG)$SPELL$$$$$$$$$$$$Your opponent declares a monster Level from 1 to 12. Excavate cards from the top of your Deck until you excavate a monster that can be Normal Summoned/Set, then, if that monster is the same Level as the one declared by your opponent, send all excavated cards to the GY. If not, Special Summon the excavated monster, also send the remaining cards to the GY.$$$Declares a Level/Excavates from the player's Deck/Sends excavated cards to the Graveyard/Sends from your Deck to your Graveyard$Effect$
43040603$Monster Gate$Unlimited(OCG)$SPELL$$$$$$$$$$$$Tribute 1 monster; excavate cards from the top of your Deck until you excavate a monster that can be Normal Summoned/Set. Special Summon it, also send the other excavated cards to the GY.$$$Tributes for cost/Excavates from the player's Deck/Sends excavated cards to the Graveyard/Sends from the top of your Deck to your Graveyard$Cost/Effect$
48712195$Card Trader$Unlimited$SPELL$$$$$$$$$Continuous$$$Once per turn, during your Standby Phase: You can shuffle 1 card from your hand into the Deck; draw 1 card.$$$Returns from hand to Deck for cost/You draw cards$Trigger-like$
09622164$D.D.R. - Different Dimension Reincarnation$Unlimited$SPELL$$$$$$$$$Equip$$$Discard 1 card, then target 1 of your banished monsters; Special Summon it in Attack Position, and equip it with this card. When this card leaves the field, destroy that monster.$$$Discards for cost/Equips self from field$Cost/Effect/Continuous-like$
94886282$Charge of the Light Brigade$Unlimited$SPELL$$$$$$$$$$$$Send the top 3 cards of your Deck to the Graveyard; add 1 Level 4 or lower "Lightsworn" monster from your Deck to your hand.$Supports archetypes /Lightsworn$$Sends from the top of your Deck to your Graveyard for cost/Adds from Deck to hand$Cost/Effect$
20638610$Dragon's Rebirth$Unlimited$TRAP$$$$$$$$$$$$Target 1 Dragon monster you control; banish that target, and if you do, Special Summon 1 Dragon monster from your hand or GY.$Dragon$$$Effect$
80163754$Burst Breath$Unlimited$TRAP$$$$$$$$$$$$Tribute 1 Dragon-Type monster; destroy all face-up monsters on the field whose DEF is less than or equal to the ATK the Tributed monster had on the field.$Dragon$$Tributes for cost$Cost/Effect$
97077563$Call of the Haunted$Unlimited$TRAP$$$$$$$$$Continuous$$$Activate this card by targeting 1 monster in your GY; Special Summon that target in Attack Position. When this card leaves the field, destroy that monster. When that monster is destroyed, destroy this card.$$$$Effect/Continuous-like$
36261276$Interdimensional Matter Transporter$Unlimited$TRAP$$$$$$$$$$$$Target 1 face-up monster you control; banish that target until the End Phase.$$$Returns banished cards to the field$Effect$
31550470$Escape from the Dark Dimension$Unlimited$TRAP$$$$$$$$$Continuous$$$Target 1 of your banished DARK monsters; Special Summon that target. When this card leaves the field, destroy that target, and if you do, banish it. When that target is destroyed, destroy this card.$DARK$$$Effect/Continuous-like$
