Passcode$Name$Status$Attribute$type$link$link_arrows$rank$pendulum_scale$level$attack$defense$spell_attribute$summoning_condition$pendulum_condition$card_text$card_supports$card_anti_supports$card_actions$effect_types$
97896503$Zubaba Knight$Unlimited$EARTH$[Warrior/Effect]$$$$$3$1600$900$$$$At the start of the Damage Step, if this card attacks a face-up Defense Position monster: Destroy that monster.$$$$Trigger$
28990150$Photon Cerberus$Unlimited$LIGHT$[Beast/Effect]$$$$$3$1300$600$$$$During the turn this card was Normal Summoned, neither player can activate Trap Cards while this card is face-up on the field.$$$$Continuous$
40817915$Kurivolt$Unlimited$LIGHT$[Thunder/Effect]$$$$$1$300$200$$$$You can target 1 Xyz Monster that has material; detach 1 material from it, and if you do, Special Summon 1 "Kurivolt" from your Deck. Cannot be used as Synchro Material.$$Xyz Monster$Detaches Xyz Materials for effect$Ignition/Condition$
76202610$Darklon$Unlimited$DARK$[Fiend/Effect]$$$$$1$100$100$$$$When this card is Normal Summoned: You can have all face-up monsters you currently control gain 1 Level, also, they become DARK (these effects last until the End Phase).$$$Activates upon Normal Summon$Trigger$
33034646$Flame Armor Ninja$Unlimited$FIRE$[Warrior/Effect]$$$$$4$1700$1000$$$$When this card is Summoned: You can target 1 "Ninja" monster you control; increase its Level by 1.$Supports archetypes /Ninja$$Activates upon Normal Summon/Activates upon Flip Summon/Activates upon Special Summon$Trigger$
69023354$Air Armor Ninja$Unlimited$WIND$[Warrior/Effect]$$$$$4$1400$1400$$$$When this card is Summoned: You can target 1 "Ninja" monster you control; reduce its Level by 1.$Supports archetypes /Ninja$$Activates upon Normal Summon/Activates upon Flip Summon/Activates upon Special Summon$Trigger$
96427353$Aqua Armor Ninja$Unlimited$WATER$[Warrior/Effect]$$$$$4$800$1600$$$$When your opponent's monster declares a direct attack, if you have another "Ninja" monster in your Graveyard: You can banish this card from your Graveyard to target the attacking monster; negate that attack.$Supports archetypes /Ninja$$Activates from your Graveyard/Activates upon attack declaration$Trigger$
22812068$Earth Armor Ninja$Unlimited$EARTH$[Warrior/Effect]$$$$$5$1600$1200$$$$If your opponent controls a monster and you control no monsters, you can Special Summon this card (from your hand).$$$$Summon$
61807040$Flelf$Unlimited$WIND$[Spellcaster/Effect]$$$$$2$800$1300$$$$Once per turn: You can reveal 1 monster in your hand; increase the Level of this card by the Level of that monster, until the End Phase.$$$Reveals your hand for cost$Ignition$
07392745$Chewbone$Unlimited$EARTH$[Zombie/Flip/Effect]$$$$$3$300$300$$$$FLIP: Special Summon 3 "Chewbone Jr. Tokens" (Zombie-Type/EARTH/Level 1/ATK 100/DEF 300) to your opponent's field in Defense Position.$$$$Flip$
84013237$Number 39: Utopia$Unlimited$LIGHT$[Warrior/Xyz/Effect]$$$4$$$2500$2000$$2 Level 4 monsters$$When a monster declares an attack: You can detach 1 material from this card; negate the attack. If this card is targeted for an attack, while it has no material: Destroy this card.$$$Activates upon attack declaration$Trigger$
47506081$Grenosaurus$Unlimited$FIRE$[Dinosaur/Xyz/Effect]$$$3$$$2000$1900$$2 Level 3 monsters$$When this card destroys an opponent's monster by battle and sends it to the Graveyard: You can detach 1 Xyz Material from this card; inflict 1000 damage to your opponent.$$$Activates when it destroys a monster by battle$Trigger$
69610924$Number 17: Leviathan Dragon$Unlimited$WATER$[Dragon/Xyz/Effect]$$$3$$$2000$0$$2 Level 3 monsters$$Cannot attack directly unless it has material. Once per turn: You can detach 1 material from this card; it gains 500 ATK.$$$$Ignition/Continuous$
05014629$Submersible Carrier Aero Shark$Unlimited$WATER$[Fish/Xyz/Effect]$$$3$$$1900$1000$$2 Level 3 monsters$$Once per turn: You can detach 1 Xyz Material from this card; inflict 100 damage to your opponent for each of your banished monsters.$$$$Ignition$
32003338$Number 34: Terror-Byte$Unlimited$DARK$[Machine/Xyz/Effect]$$$3$$$0$2900$$3 Level 3 monsters$$Once per turn: You can detach 1 Xyz Material from this card to target 1 Level 4 or lower Attack Position monster your opponent controls; gain control of it until the End Phase.$$$Changes control$Ignition$
11411223$Number 10: Illumiknight$Unlimited$LIGHT$[Warrior/Xyz/Effect]$$$4$$$2400$2400$$3 Level 4 monsters$$Once per turn: You can detach 1 Xyz Material from this card; send 1 card from your hand to the Graveyard, and if you do, draw 1 card.$$$Sends from your hand to your Graveyard/You draw cards$Ignition$
12533811$Baby Tiragon$Unlimited$EARTH$[Dragon/Xyz/Effect]$$$1$$$900$900$$3 Level 1 monsters$$During your Main Phase 1: You can detach 1 Xyz Material from this card, then target 1 Level 1 monster you control; it can attack your opponent directly.$$$$Ignition$
48928529$Number 83: Galaxy Queen$Unlimited$DARK$[Spellcaster/Xyz/Effect]$$$1$$$500$500$$3 Level 1 monsters$$Once per turn: You can detach 1 Xyz Material from this card; until the opponent's next End Phase, the monsters you currently control cannot be destroyed by battle, and if they attack a Defense Position monster, inflict piercing battle damage to your opponent.$$$$Ignition$
74416224$Black Ray Lancer$Unlimited$DARK$[Beast-Warrior/Xyz/Effect]$$$3$$$2100$600$$2 Level 3 WATER monsters$$Once per turn: You can detach 1 Xyz Material from this card to target 1 face-up monster on the field; negate that target's effects until the End Phase.$WATER$$$Ignition$
19333131$Number 12: Crimson Shadow Armor Ninja$Unlimited$EARTH$[Warrior/Xyz/Effect]$$$5$$$2400$1700$$2 Level 5 monsters$$Once per turn, during either player's turn: You can detach 1 Xyz Material from this card; this turn, face-up "Ninja" monsters you control cannot be destroyed by battle or by card effects.$Supports archetypes /Ninja$$$Quick$
55727845$Number 96: Dark Mist$Unlimited$DARK$[Fiend/Xyz/Effect]$$$2$$$100$1000$$3 Level 2 monsters$$Once per battle, when an attack is declared involving this card and an opponent's monster (Quick Effect): You can detach 1 material from this card; halve the ATK of the opponent's monster, and if you do, this card gains that same amount of ATK.$$$Activates upon attack declaration$Quick$
67775894$Wonder Wand$Unlimited$SPELL$$$$$$$$$Equip$$$Equip only to a Spellcaster monster. It gains 500 ATK. If you control the equipped monster and this card: You can send both to the GY; draw 2 cards.$Spellcaster$$Sends from field to Graveyard for cost/Sends itself from field to Graveyard for cost/You draw cards$Condition/Continuous-like/Ignition-like$
06430659$Infected Mail$Unlimited$SPELL$$$$$$$$$Continuous$$$Once per turn: You can target 1 Level 4 or lower monster you control; it can attack your opponent directly this turn. Send it to the Graveyard at the end of the Battle Phase.$$$Sends from your field to your Graveyard$Ignition-like$
73178098$Ego Boost$Unlimited$SPELL$$$$$$$$$Quick-Play$$$When a monster declares an attack: Target 1 face-up monster on the field; it gains 1000 ATK until the end of the Battle Phase.$$$Activates upon attack declaration$Activation requirement/Effect$
09576193$Monster Slots$Unlimited$SPELL$$$$$$$$$$$$Target 1 face-up monster you control and 1 monster in your Graveyard with the same Level; banish the target from the Graveyard, then draw 1 card and reveal it, then if the card you drew is a monster with the same Level as the monster on the field, Special Summon it.$$$You draw cards/Shows the player's drawn cards$Effect$
32065885$Heartfelt Appeal$Unlimited$TRAP$$$$$$$$$$$$When you take battle damage from your opponent's direct attack: Take control of the 1 face-up monster your opponent controls with the highest DEF, until your next End Phase. (If it's a tie, you get to choose.) Its effects are negated, also it cannot declare an attack.$$$Activates if you take battle damage/Changes control$Activation requirement/Effect$
20721759$Icy Crevasse$Unlimited$TRAP$$$$$$$$$$$$When exactly 1 monster you control is destroyed and sent to the Graveyard by an opponent's card effect: Target 1 monster your opponent controls; send that target to the Graveyard, and if you do, inflict damage to your opponent equal to its original ATK in the Graveyard.$$$Activates if destroyed by card effect/Sends from your opponent's field to your opponent's Graveyard$Activation requirement/Effect$
49204190$Nitwit Outwit$Unlimited$TRAP$$$$$$$$$$$$Discard 1 monster, then target 1 face-up monster on the field; it loses ATK equal to the discarded monster's original ATK.$$$Discards for cost$Cost/Effect$
75582395$Faith Bird$Unlimited$WIND$[Winged Beast/Normal]$$$$$4$1500$1100$$$$This long-tailed bird blinds its enemies with mystical light.$$$$$
36354007$Gilford the Lightning$Unlimited$LIGHT$[Warrior/Effect]$$$$$8$2800$1400$$$$You can Tribute 3 monsters to Tribute Summon (but not Set) this card. If Summoned this way: Destroy all monsters your opponent controls.$$$Activates upon Tribute Summon$Summon/Trigger$
64681432$Gandora the Dragon of Destruction$Unlimited$DARK$[Dragon/Effect]$$$$$8$0$0$$$$Cannot be Special Summoned. You can pay half your LP; destroy as many cards on the field as possible (other than this card), and if you do, banish them. This card gains 300 ATK for each card destroyed this way. Once per turn, during the End Phase, if this card was Normal or Flip Summoned this turn: Send it to the Graveyard.$$$Sends from field to Graveyard/Sends itself from field to Graveyard$Summon/Ignition/Trigger$
68540058$Metalmorph$Unlimited$TRAP$$$$$$$$$$$$Target 1 face-up monster on the field; equip this card to that target. It gains 300 ATK/DEF. If it attacks, it gains ATK equal to half the ATK of the attack target, during damage calculation only.$$$Equips self from field$Effect/Continuous-like$
69831560$Arcana Force EX - The Dark Ruler$Unlimited$LIGHT$[Fairy/Effect]$$$$$10$4000$4000$$$$Cannot be Normal Summoned/Set. Must be Special Summoned (from your hand) by sending 3 monsters you control to the Graveyard, and cannot be Special Summoned by other ways. When this card is Special Summoned: Toss a coin and gain the appropriate effect.●Heads: This card can make a second attack during each Battle Phase, but if it does so using this effect, change it to Defense Position at the end of the Battle Phase. Its battle position cannot be changed until the end of your next turn.●Tails: If this card is destroyed, destroy all cards on the field.$$$Sends from field to Graveyard for cost/Activates upon Special Summon/Changes battle positions/Prevents battle position changes/Activates if destroyed by battle/Activates if destroyed by card effect$Summon/Trigger/Continuous/Lingering$
05861892$Arcana Force EX - The Light Ruler$Unlimited$LIGHT$[Fairy/Effect]$$$$$10$4000$4000$$$$Cannot be Normal Summoned/Set. Must be Special Summoned (from your hand) by sending 3 monsters you control to the Graveyard, and cannot be Special Summoned by other ways. When this card is Special Summoned: Toss a coin and gain the appropriate effect.●Heads: When this card destroys an opponent's monster by battle and sends it to the Graveyard: You can target 1 card in your Graveyard; add that target to your hand.●Tails: During either player's turn, when a Spell/Trap Card, or monster effect, that targets this card is activated: This card loses exactly 1000 ATK and you negate the activation, and if you do, destroy it.$$$Activates upon Special Summon/Adds from Graveyard to hand$Summon/Trigger/Quick$
54702678$Barbaroid, the Ultimate Battle Machine$Unlimited$EARTH$[Machine/Fusion/Effect]$$$$$12$4000$4000$$5 Machine-Type "roid" monsters$$This card can make a second attack during each Battle Phase. This card cannot attack your opponent directly. After damage calculation, if this card attacked an opponent's monster: Negate the effects of that monster (including in the Graveyard). If this card destroys an opponent's monster by battle: Inflict 1000 damage to your opponent.$Supports archetypes /roid$$$Continuous/Trigger$
33574806$Elemental HERO Escuridao$Unlimited$DARK$[Warrior/Fusion/Effect]$$$$$8$2500$2000$$1 "Elemental HERO" monster + 1 DARK monster$$Must be Fusion Summoned. Gains 100 ATK for each "Elemental HERO" monster in your GY.$Supports archetypes /Elemental HERO$$$Summon/Continuous$
68140974$Meklord Emperor Wisel$Unlimited$DARK$[Machine/Effect]$$$$$1$2500$2500$$$$Cannot be Normal Summoned/Set. Must be Special Summoned by its own effect. When a face-up monster you control is destroyed by a card effect and sent to the GY (except during the Damage Step): You can Special Summon this card from your hand. Other monsters you control cannot declare an attack. Once per turn: You can target 1 Synchro Monster your opponent controls; equip that target to this card. This card gains ATK equal to the combined ATK of the monsters equipped to it by this effect. Once per turn, when your opponent activates a Spell Card (Quick Effect): You can negate the activation, and if you do, destroy it.$$Synchro Monster$Equips monsters from the opponent's field to itself$Summon/Trigger/Continuous/Ignition/Quick$
43366227$Seven Swords Warrior$Unlimited$EARTH$[Warrior/Synchro/Effect]$$$$$7$2300$1800$$1 Tuner + 1 or more non-Tuner monsters$$Once per turn, when an Equip Card is equipped to this card: Inflict 800 damage to your opponent. Once per turn: You can target 1 Equip Card equipped to this card; send it to the Graveyard. When an Equip Card equipped to this card is sent to the Graveyard (except during the Damage Step): You can target 1 face-up monster your opponent controls; destroy that target.$Equip Card$$Sends from field to Graveyard$Trigger/Ignition$
37474917$Catapult Warrior$Unlimited$EARTH$[Warrior/Synchro/Effect]$$$$$5$1000$1500$$1 Tuner + 1 or more non-Tuner monsters$$Once per turn: You can Tribute 1 "Junk" monster; inflict damage to your opponent equal to the original ATK of the Tributed monster.$Supports archetypes /Junk$$Tributes for cost$Ignition$
02295440$One for One$Limited$SPELL$$$$$$$$$$$$Send 1 monster from your hand to the GY; Special Summon 1 Level 1 monster from your hand or Deck.$$$Sends from hand to Graveyard for cost$Cost/Effect$
