67111213$Gishki Abyss$Unlimited$WATER$[Fish/Effect]$$$$$2$800$500$$$$When this card is Summoned: You can add 1 "Gishki" monster with 1000 or less DEF from your Deck to your hand, except "Gishki Abyss".$Supports archetypes /Gishki$$Adds from Deck to hand$Trigger$
93506862$Gishki Vanity$Unlimited$WATER$[Aqua/Effect]$$$$$2$1000$800$$$$During your Main Phase: You can discard this card; this turn, your opponent cannot activate Spells, Traps, Spell/Trap effects, or Monster Card effects when a "Gishki" monster is Ritual Summoned, or when a "Gishki" Ritual Spell Card is activated.$Supports archetypes /Gishki$$Discards itself for cost$Ignition$
39905966$Gishki Marker$Unlimited$WATER$[Aqua/Effect]$$$$$4$1600$1200$$$$When this card is Summoned: You can target 1 "Gishki" Ritual Monster or "Gishki" Ritual Spell Card in your Graveyard; add that target to your hand.$Supports archetypes /Gishki$$Adds from Graveyard to hand$Trigger$
66399675$Gishki Chain$Unlimited$WATER$[Sea Serpent/Effect]$$$$$4$1800$1000$$$$If this card is Normal Summoned: Look at the top 3 cards of your Deck, you can reveal 1 Ritual Monster or 1 Ritual Spell Card among them and add it to your hand, also after that, place any remaining cards on the top of your Deck in any order.$Ritual Monster/Ritual Spell Card$$Activates upon Normal Summon/Looks at cards from the top of your Deck/Reveals from the top of your Deck/Reveals cards from your Deck/Adds from Deck to hand/Changes your Deck order/Places cards from your Deck on the top of the Deck$Trigger$
92784374$Gishki Ariel$Unlimited$WATER$[Spellcaster/Effect]$$$$$4$1000$1800$$$$FLIP: You can add 1 "Gishki" monster from your Deck to your hand.$Supports archetypes /Gishki$$Adds from Deck to hand$Flip$
29888389$Gishki Shadow$Unlimited$WATER$[Sea Serpent/Effect]$$$$$4$1200$1000$$$$If you Ritual Summon exactly 1 WATER Ritual Monster with a card effect that requires use of monsters, this card can be used as the entire requirement. You can discard this card; add 1 "Gishki" Ritual Spell Card from your Deck to your hand.$Supports archetypes /Gishki$$Discards itself for cost/Adds from Deck to hand$Unclassified/Ignition$
65277087$Gusto Gulldo$Unlimited$WIND$[Winged Beast/Tuner/Effect]$$$$$3$500$500$$$$When this card is sent from the field to the Graveyard: You can Special Summon 1 Level 2 or lower "Gusto" monster from your Deck.$Supports archetypes /Gusto$$Activates from your Graveyard$Trigger$
91662792$Gusto Egul$Unlimited$WIND$[Winged Beast/Tuner/Effect]$$$$$1$200$400$$$$When this card is destroyed by battle and sent to the Graveyard: You can Special Summon 1 Level 4 or lower non-Tuner "Gusto" monster from your Deck.$Supports archetypes /Gusto$$Activates from your Graveyard$Trigger$
28066831$Gusto Thunbolt$Unlimited$WIND$[Thunder/Effect]$$$$$4$1500$1200$$$$At the end of the Battle Phase, if this card is in the Graveyard because it was destroyed by battle and sent to the Graveyard this turn: You can banish 1 "Gusto" monster from your Graveyard; Special Summon 1 WIND Psychic-Type monster with 1500 or less DEF from your Deck.$Supports archetypes /Gusto$$Activates if destroyed by battle/Activates from your Graveyard$Trigger$
54455435$Winda, Priestess of Gusto$Unlimited$WIND$[Psychic/Effect]$$$$$2$1000$400$$$$When this card is destroyed by battle with an opponent's attacking monster and sent to your Graveyard: You can Special Summon 1 "Gusto" Tuner monster from your Deck.$Supports archetypes /Gusto$$Activates from your Graveyard$Trigger$
91449144$Caam, Serenity of Gusto$Unlimited$WIND$[Psychic/Effect]$$$$$4$1700$1100$$$$Once per turn: You can shuffle 2 "Gusto" monsters from your Graveyard into the Main Deck; draw 1 card.$Supports archetypes /Gusto$$Returns from Graveyard to Deck for cost/You draw cards$Ignition$
27944249$Windaar, Sage of Gusto$Unlimited$WIND$[Psychic/Effect]$$$$$6$2000$1000$$$$When this card destroys a monster by battle and sends it to the Graveyard: You can target 1 Level 3 or lower "Gusto" monster in your Graveyard; Special Summon that target in face-up Defense Position.$Supports archetypes /Gusto$$$Trigger$
54338958$Steelswarm Cell$Unlimited$DARK$[Fiend/Effect]$$$$$1$0$0$$$$If you control no monsters, you can Special Summon this card (from your hand). While this card is face-up on the field, it cannot be Tributed, except for the Tribute Summon of a "Steelswarm" monster, and cannot be used as a Synchro Material Monster.$Supports archetypes /Steelswarm$$$Summon/Continuous$
90727556$Steelswarm Scout$Unlimited$DARK$[Fiend/Effect]$$$$$1$200$0$$$$At the start of your Main Phase 1, if you control no Spell/Trap Cards: You can Special Summon this card from your Graveyard. You cannot Special Summon another monster(s) the turn you activate this effect. While this card is face-up on the field, it cannot be Tributed, except for the Tribute Summon of a "Steelswarm" monster, and cannot be used as a Synchro Material Monster.$Supports archetypes /Steelswarm$$Activates from your Graveyard$Ignition/Continuous$
26722601$Steelswarm Gatekeeper$Unlimited$DARK$[Fiend/Effect]$$$$$4$1500$1900$$$$If a "Steelswarm" monster is Tribute Summoned face-up while this card is face-up on the field, you can Normal Summon or Set 1 monster in addition to your Normal Summon or Set that turn.$Supports archetypes /Steelswarm$$$Continuous$
53116300$Steelswarm Caller$Unlimited$DARK$[Fiend/Effect]$$$$$4$1700$0$$$$When a "Steelswarm" monster is Tribute Summoned face-up by Tributing this card: You can Special Summon 1 Level 4 or lower "Steelswarm" monster from your Deck.$Supports archetypes /Steelswarm$$Activates upon Tribute Summon/Activates if Tributed$Trigger$
85505315$Steelswarm Mantis$Unlimited$DARK$[Fiend/Effect]$$$$$5$2200$0$$$$When this card is Tribute Summoned by Tributing a "Steelswarm" monster: You can pay 1000 Life Points to target 1 "Steelswarm" monster in your Graveyard; Special Summon that target.$Supports archetypes /Steelswarm$$Activates upon Tribute Summon$Trigger$
22009013$Steelswarm Moth$Unlimited$DARK$[Fiend/Effect]$$$$$6$2400$0$$$$When this card is Tribute Summoned by Tributing a "Steelswarm" monster: You can pay 1000 Life Points to target up to 2 cards your opponent controls; return those targets to the hand.$Supports archetypes /Steelswarm$$Activates upon Tribute Summon/Returns from your opponent's field to your opponent's hand$Trigger$
58494728$Steelswarm Girastag$Unlimited$DARK$[Fiend/Effect]$$$$$7$2600$0$$$$You can Tribute Summon this card in face-up Attack Position by Tributing 1 "Steelswarm" monster. When this card is Tribute Summoned by Tributing a "Steelswarm" monster(s): You can target 1 card your opponent controls; send that target to the Graveyard and gain 1000 Life Points.$Supports archetypes /Steelswarm$$Activates upon Tribute Summon/Sends from your opponent's field to your opponent's Graveyard$Summon/Trigger$
84488827$Steelswarm Caucastag$Unlimited$DARK$[Fiend/Effect]$$$$$8$2800$0$$$$When this card is Tribute Summoned by Tributing 2 "Steelswarm" monsters: Activate 1 of these effects.●Destroy all monsters on the field, except this card.●Destroy all Spell and Trap Cards on the field.$Supports archetypes /Steelswarm$$Activates upon Tribute Summon$Trigger$
11877465$Evigishki Mind Augus$Unlimited$WATER$[Aqua/Ritual/Effect]$$$$$6$2500$2000$$$$You can Ritual Summon this card with any "Gishki" Ritual Spell Card. When this card is Ritual Summoned: Target up to 5 cards in any Graveyard(s); shuffle those targets into the Deck.$Supports archetypes /Gishki$$Activates upon Ritual Summon/Returns from Graveyard to Deck/Returns from your Graveyard to your Deck/Returns from your opponent's Graveyard to your opponent's Deck$Summon/Trigger$
57272170$Evigishki Soul Ogre$Unlimited$WATER$[Aqua/Ritual/Effect]$$$$$8$2800$2800$$$$You can Ritual Summon this card with any "Gishki" Ritual Spell Card. Once per turn: You can discard 1 "Gishki" monster to target 1 face-up card your opponent controls; shuffle that target into the Deck.$Supports archetypes /Gishki$$Discards for cost/Returns from your opponent's field to your opponent's Deck$Summon/Ignition$
40418351$Cyberdark Dragon$Unlimited$DARK$[Machine/Fusion/Effect]$$$$$8$1000$1000$$"Cyberdark Horn" + "Cyberdark Edge" + "Cyberdark Keel"$$Must be Fusion Summoned. If this card is Special Summoned: Target 1 Dragon monster in your GY; equip that target to this card. Gains ATK equal to the original ATK of the monster equipped to it by this effect. Gains 100 ATK for each monster in your GY. If this card would be destroyed by battle, destroy that equipped monster instead.$Dragon$$Activates upon Special Summon/Equips monsters from the player's Graveyard to itself$Summon/Trigger/Continuous$
43385557$Magical Android$Unlimited$LIGHT$[Psychic/Synchro/Effect]$$$$$5$2400$1700$$1 Tuner + 1 or more non-Tuner monsters$$During each of your End Phases: Gain 600 LP for each Psychic-Type monster you currently control.$Psychic$$$Trigger$
70780151$Thought Ruler Archfiend$Unlimited$DARK$[Psychic/Synchro/Effect]$$$$$8$2700$2300$$1 Tuner + 1+ non-Tuner monsters$$If this card destroys a monster by battle and sends it to the GY: Gain LP equal to that monster's original ATK in the GY. When a Spell/Trap Card is activated that targets 1 Psychic monster (and no other cards) (Quick Effect): You can pay 1000 LP; negate the activation, and if you do, destroy it.$Psychic$$$Trigger/Quick$
84766279$Daigusto Gulldos$Unlimited$WIND$[Psychic/Synchro/Effect]$$$$$5$2200$800$$1 Tuner + 1 or more non-Tuner "Gusto" monsters$$Once per turn: You can shuffle 2 "Gusto" monsters from your Graveyard into the Main Deck to target 1 face-up monster your opponent controls; destroy that target.$Supports archetypes /Gusto$$Returns from Graveyard to Deck for cost/Returns from your Graveyard to your Deck$Ignition$
10755984$Daigusto Eguls$Unlimited$WIND$[Psychic/Synchro/Effect]$$$$$7$2600$1800$$1 Tuner + 1 or more non-Tuner "Gusto" monsters$$Once per turn, during your End Phase: You can banish 1 WIND monster from your Graveyard to target 1 face-down card your opponent controls; destroy that target.$Supports archetypes /Gusto$$$Trigger$
46159582$Gishki Aquamirror$Unlimited$SPELL$$$$$$$$$Ritual$$$This card can be used to Ritual Summon any "Gishki" Ritual Monster. You must also Tribute monsters from the field or your hand whose total Levels equal the Level of the Ritual Monster you Ritual Summon. You can shuffle this card from the Graveyard into the Deck to target 1 "Gishki" Ritual Monster in your Graveyard; return that target to the hand.$Supports archetypes /Gishki$$Tributes as an effect/Activates from your Graveyard/Returns itself from Graveyard to Deck for cost/Adds from Graveyard to hand$Effect/Ignition-like$
83544697$Contact with Gusto$Unlimited$SPELL$$$$$$$$$$$$Target 2 "Gusto" monsters in your Graveyard and 1 card your opponent controls; shuffle both targets in your Graveyard into the Deck, then destroy the opponent's target.$Supports archetypes /Gusto$$Returns from your Graveyard to your Deck$Effect$
19932396$First Step Towards Infestation$Unlimited$SPELL$$$$$$$$$Quick-Play$$$Return 1 face-up Tribute Summoned "Steelswarm" monster you control to the hand; draw 1 card.$Supports archetypes /Steelswarm$$Returns from field to hand for cost/You draw cards$Cost/Effect$
80033124$Cyberdark Impact!$Unlimited$SPELL$$$$$$$$$$$$Fusion Summon 1 "Cyberdark Dragon" from your Extra Deck, by shuffling 1 each of "Cyberdark Horn", "Cyberdark Edge", and "Cyberdark Keel" from your hand, field, and/or GY, into the Deck, as Fusion Material.$Cyberdark Horn/Cyberdark Edge/Cyberdark Keel/Cyberdark Dragon$$Uses cards in the hand as Fusion Materials/Uses cards in the player's Graveyard as Fusion Materials/Uses cards on the player's field as Fusion Materials/Returns from your hand to your Deck/Returns from your Graveyard to your Deck/Returns from your field to your Deck/Returns Fusion Materials used in a Fusion Summon to Deck$Effect$
67196946$Star Blast$Unlimited$SPELL$$$$$$$$$$$$Pay any number of Life Points in multiples of 500; reduce the Level of 1 monster you control or that is in your hand by 1 for each 500 Life Points you paid, until the End Phase.$$$$Cost/Effect$
46337945$Aquamirror Meditation$Unlimited$TRAP$$$$$$$$$$$$Reveal 1 Ritual Spell Card in your hand to target 2 "Gishki" monsters in your Graveyard; return them to the hand.$Supports archetypes /Gishki$$Reveals your hand for cost/Adds from Graveyard to hand$Cost/Effect$
82422049$Blessings for Gusto$Unlimited$TRAP$$$$$$$$$$$$Target 2 "Gusto" monsters in your Graveyard, plus a third "Gusto" monster in your Graveyard; shuffle both of the first 2 targets into your Deck, then Special Summon the third target.$Supports archetypes /Gusto$$Returns from your Graveyard to your Deck$Effect$
18816758$Infestation Wave$Unlimited$TRAP$$$$$$$$$$$$Return 1 face-up Tribute Summoned "Steelswarm" monster you control to the hand to target 1 card your opponent controls; destroy that target.$Supports archetypes /Steelswarm$$Returns from field to hand for cost$Cost/Effect$
89041555$Blast Held by a Tribute$Unlimited$TRAP$$$$$$$$$$$$When an opponent's monster that was Tribute Summoned declares an attack: Destroy as many face-up Attack Position monsters they control as possible, and if you do, inflict 1000 damage to your opponent.$$$Activates upon attack declaration$Activation requirement/Effect$
71587526$Karma Cut$Unlimited$TRAP$$$$$$$$$$$$Discard 1 card, then target 1 face-up monster your opponent controls; banish that target, then banish all cards with the same name as that monster from your opponent's Graveyard.$$$Discards for cost$Cost/Effect$
