04206964$Trap Hole$Unlimited$TRAP$$$$$$$$$$$$When your opponent Normal or Flip Summons 1 monster with 1000 or more ATK: Target that monster; destroy that target.$$$$Activation requirement/Effect$
60082869$Dust Tornado$Unlimited$TRAP$$$$$$$$$$$$Target 1 Spell/Trap your opponent controls; destroy that target, then you can Set 1 Spell/Trap from your hand.$$$Sets from your hand$Effect$
62279055$Magic Cylinder$Unlimited$TRAP$$$$$$$$$$$$When an opponent's monster declares an attack: Target the attacking monster; negate the attack, and if you do, inflict damage to your opponent equal to its ATK.$$$Activates upon attack declaration$Activation requirement/Effect$
43250041$Draining Shield$Unlimited$TRAP$$$$$$$$$$$$If an opponent's monster declares an attack: Target the attacking monster; negate that attack, and if you do, gain LP equal to that target's ATK.$$$Activates upon attack declaration$Activation requirement/Effect$
97077563$Call of the Haunted$Unlimited$TRAP$$$$$$$$$Continuous$$$Activate this card by targeting 1 monster in your GY; Special Summon that target in Attack Position. When this card leaves the field, destroy that monster. When that monster is destroyed, destroy this card.$$$$Effect/Continuous-like$
00027551$Limit Reverse$Unlimited$TRAP$$$$$$$$$Continuous$$$Target 1 monster with 1000 or less ATK in your Graveyard; Special Summon it in Attack Position. If the target is changed to Defense Position, destroy it and this card. When this card leaves the field, destroy the target. When the target is destroyed, destroy this card.$$$$Effect/Continuous-like$
03819470$Seven Tools of the Bandit$Unlimited$TRAP$$$$$$$$$Counter$$$When a Trap Card is activated: Pay 1000 LP; negate the activation, and if you do, destroy it.$$$$Activation requirement/Cost/Effect$
84013237$Number 39: Utopia$Unlimited$LIGHT$[Warrior/Xyz/Effect]$$$4$$$2500$2000$$2 Level 4 monsters$$When a monster declares an attack: You can detach 1 material from this card; negate the attack. If this card is targeted for an attack, while it has no material: Destroy this card.$$$Activates upon attack declaration$Trigger$
26563200$Muzurhythm the String Djinn$Unlimited$WIND$[Fiend/Xyz/Effect]$$$3$$$1500$1000$$2 Level 3 monsters$$When a "Djinn" Xyz Monster you control is attacking an opponent's monster, during the Damage Step: You can detach 1 Xyz Material from this card; the attacking monster's ATK is doubled until the End Phase. You can only use this effect of "Muzurhythm the String Djinn" once per turn.$Supports archetypes /Djinn$$$Quick$
52558805$Temtempo the Percussion Djinn$Unlimited$EARTH$[Fiend/Xyz/Effect]$$$3$$$1700$1000$$2 Level 3 monsters$$Once per turn, during either player's turn: You can detach 1 Xyz Material from this card, then target 1 face-up Xyz Monster your opponent controls; detach 1 Xyz Material from that monster, and if you do, all "Djinn" Xyz Monsters you currently control gain 500 ATK.$Supports archetypes /Djinn$Xyz Monster$Detaches Xyz Materials for effect$Quick$
88942504$Melomelody the Brass Djinn$Unlimited$LIGHT$[Fiend/Xyz/Effect]$$$3$$$1400$1600$$2 Level 3 monsters$$Once per turn: You can detach 1 Xyz Material from this card, then target 1 "Djinn" Xyz Monster you control; it can make a second attack during each Battle Phase this turn.$Supports archetypes /Djinn$$$Ignition$
25341652$Maestroke the Symphony Djinn$Unlimited$DARK$[Fiend/Xyz/Effect]$$$4$$$1800$2300$$2 Level 4 monsters$$Once per turn: You can detach 1 Xyz Material from this card, then target 1 face-up Attack Position monster your opponent controls; change it to face-down Defense Position. If a "Djinn" Xyz Monster you control would be destroyed, you can detach 1 Xyz Material from that monster instead.$Supports archetypes /Djinn$$Flips monsters face-down/Detaches Xyz Materials for effect$Ignition/Continuous$
